customer_id,signup_month,age,tenure_months,region,channel,plan,sessions_week,avg_session_min,notif_click_rate,support_tickets_3m,discount_pct_3m,late_payments_6m,auto_renew,churn
C103660,18,25,19,South,web,Plus,4,7.38,0.059,0,0.0,0,0,0
C103661,15,30,21,North,web,Basic,2,19.35,0.372,1,0.078,0,0,0
C103662,7,38,20,South,store,Plus,7,9.59,0.334,1,0.0,0,0,0
C103663,9,22,9,Center,app,Plus,8,9.63,0.075,0,0.28,0,1,0
C103664,23,46,53,Center,web,Plus,4,8.76,0.199,0,0.0,0,0,0
C103665,4,43,53,North,web,Basic,4,14.83,0.141,1,0.13,0,0,0
C103666,9,54,33,South,app,Plus,4,10.17,0.367,1,0.134,0,0,1
C103667,16,59,34,Center,app,Plus,5,14.55,0.214,0,0.258,0,0,0
C103668,10,25,56,East,store,Premium,6,11.17,0.343,0,0.1,0,0,0
C103669,16,62,47,North,web,Basic,10,8.77,0.238,0,0.022,0,0,1
C103670,11,64,12,West,web,Premium,4,6.38,0.0,0,0.112,0,0,0
C103671,5,18,17,North,web,Plus,5,6.92,0.186,0,0.0,0,0,0
C103672,20,61,37,North,store,Plus,8,1.0,0.148,0,0.232,0,0,0
C103673,13,71,53,South,web,Plus,9,9.21,0.259,0,0.056,0,0,0
C103674,14,40,70,North,app,Plus,12,14.42,0.136,1,0.154,0,0,0
C103675,1,32,71,Center,app,Plus,9,14.94,0.261,0,0.004,0,1,0
C103676,9,49,37,South,web,Premium,9,15.6,0.01,0,0.0,1,1,0
C103677,22,34,6,East,app,Premium,5,8.25,0.208,0,0.162,0,0,0
C103678,3,29,42,West,store,Premium,4,5.58,0.151,0,0.089,0,1,1
C103679,12,65,23,Center,store,Basic,6,12.66,0.089,0,0.112,0,0,0
C103680,1,52,15,South,web,Basic,8,10.54,0.338,0,0.036,0,1,1
C103681,10,68,62,North,web,Premium,3,14.15,0.107,0,0.244,0,1,0
C103682,16,58,60,West,app,Plus,4,11.66,0.232,0,0.198,0,0,0
C103683,20,59,61,South,web,Basic,4,13.23,0.15,0,0.162,1,0,0
C103684,4,62,3,West,app,Premium,6,8.35,0.3,0,0.127,0,0,0
C103685,15,36,62,North,web,Basic,4,13.7,0.355,0,0.0,0,0,0
C103686,5,25,63,Center,app,Premium,5,7.63,0.246,1,0.066,0,0,0
C103687,2,44,17,East,web,Plus,5,19.37,0.0,1,0.034,0,1,0
C103688,11,73,40,North,app,Premium,3,10.95,0.197,2,0.0,0,0,0
C103689,8,65,40,East,store,Basic,7,10.92,0.364,1,0.214,0,0,0
C103690,17,59,34,East,web,Premium,9,8.06,0.392,1,0.081,0,1,0
C103691,18,38,7,East,app,Basic,4,8.28,0.176,2,0.112,0,1,1
C103692,8,29,9,North,app,Basic,6,13.04,0.0,1,0.042,0,1,1
C103693,1,63,31,East,app,Plus,3,17.74,0.162,0,0.0,0,0,0
C103694,8,43,20,South,web,Premium,6,12.51,0.024,0,0.12,0,0,1
C103695,23,62,41,North,store,Premium,5,11.21,0.037,0,0.0,0,0,0
C103696,6,30,43,North,app,Basic,2,8.84,0.2,0,0.179,1,0,0
C103697,5,44,19,West,app,Plus,4,10.86,0.293,0,0.112,0,0,1
C103698,2,63,30,Center,app,Plus,5,19.24,0.055,0,0.0,0,0,0
C103699,7,69,30,Center,app,Basic,4,8.7,0.044,2,0.0,0,0,1
C103700,14,20,69,Center,app,Plus,4,12.4,0.141,0,0.081,0,1,0
C103701,17,39,26,East,web,Basic,5,11.44,0.315,0,0.0,0,1,1
C103702,11,33,38,North,web,Premium,3,13.95,0.32,0,0.0,1,1,0
C103703,24,60,7,North,web,Plus,7,9.57,0.165,1,0.075,0,1,1
C103704,23,62,27,South,app,Basic,7,5.36,0.211,0,0.031,0,1,0
C103705,16,54,5,West,store,Plus,3,9.46,0.094,1,0.079,0,0,1
C103706,14,60,6,South,app,Basic,7,8.92,0.117,0,0.148,0,0,1
C103707,1,36,56,West,app,Plus,3,9.94,0.254,0,0.094,0,1,1
C103708,3,21,2,Center,web,Plus,2,4.89,0.047,1,0.137,0,0,1
C103709,20,48,1,Center,store,Basic,4,12.9,0.351,0,0.0,0,0,1
C103710,9,19,63,Center,app,Basic,2,5.67,0.216,0,0.151,1,0,0
C103711,21,52,71,Center,web,Plus,4,18.14,0.217,0,0.158,0,0,0
C103712,17,52,13,Center,web,Basic,8,16.01,0.174,0,0.0,0,1,0
C103713,21,48,64,East,web,Premium,4,14.89,0.297,0,0.0,1,1,0
C103714,12,66,59,Center,app,Basic,3,13.46,0.283,0,0.086,0,1,0
C103715,21,24,71,Center,web,Plus,4,11.19,0.12,0,0.15,0,1,1
C103716,18,41,30,Center,web,Basic,3,18.03,0.13,0,0.161,0,0,1
C103717,12,74,56,West,app,Premium,3,12.97,0.299,0,0.142,0,1,0
C103718,18,32,6,Center,store,Basic,8,13.08,0.064,0,0.073,0,1,0
C103719,17,73,1,East,web,Basic,10,10.88,0.281,0,0.167,0,0,0
C103720,5,18,3,Center,app,Plus,4,8.73,0.197,0,0.0,0,1,1
C103721,7,20,9,East,store,Basic,6,11.9,0.359,0,0.121,1,1,0
C103722,1,30,64,Center,app,Plus,8,5.27,0.097,1,0.114,0,1,0
C103723,21,71,23,North,store,Plus,6,3.8,0.449,0,0.229,0,1,0
C103724,15,54,26,South,app,Premium,7,10.69,0.176,2,0.016,1,0,1
C103725,22,48,13,Center,app,Plus,6,6.93,0.04,0,0.043,0,0,1
C103726,14,24,36,Center,web,Plus,1,10.72,0.132,0,0.0,0,0,1
C103727,19,25,5,Center,app,Plus,4,8.23,0.311,0,0.0,0,0,0
C103728,19,66,17,North,app,Basic,7,18.24,0.172,0,0.041,0,0,0
C103729,20,64,66,East,web,Basic,6,7.42,0.016,0,0.236,1,1,0
C103730,23,21,64,South,store,Basic,4,12.81,0.062,1,0.153,0,1,0
C103731,1,42,65,South,web,Plus,7,15.47,0.391,0,0.223,0,1,0
C103732,16,49,25,South,app,Premium,7,2.9,0.0,0,0.144,2,0,1
C103733,4,58,55,Center,web,Basic,3,16.2,0.0,0,0.0,0,1,1
C103734,3,18,7,Center,web,Basic,5,11.42,0.293,0,0.047,0,1,1
C103735,6,65,18,Center,app,Basic,9,14.62,0.243,0,0.167,0,0,0
C103736,13,47,21,West,app,Premium,5,15.97,0.12,1,0.052,0,1,0
C103737,7,48,61,Center,app,Premium,9,8.13,0.172,1,0.176,0,0,0
C103738,17,38,59,North,app,Plus,4,9.15,0.444,0,0.079,0,0,0
C103739,9,20,59,North,app,Basic,2,17.03,0.011,1,0.156,1,0,0
C103740,3,71,26,Center,app,Premium,8,12.4,0.236,1,0.234,0,0,0
C103741,3,64,23,South,app,Basic,6,9.02,0.126,0,0.126,0,1,0
C103742,22,65,60,South,app,Plus,2,17.19,0.387,0,0.21,0,1,0
C103743,6,57,10,East,web,Plus,10,9.85,0.0,0,0.196,0,1,0
C103744,2,45,34,South,app,Basic,3,17.23,0.107,0,0.095,1,0,0
C103745,3,69,10,North,app,Basic,4,17.74,0.212,0,0.0,0,0,0
C103746,22,24,42,Center,store,Basic,5,13.83,0.244,0,0.0,0,0,1
C103747,6,33,30,Center,web,Premium,4,18.1,0.068,0,0.017,1,0,0
C103748,23,43,48,North,web,Basic,5,12.92,0.249,0,0.2,0,0,0
C103749,1,62,60,South,web,Premium,2,10.18,0.258,0,0.043,0,0,0
C103750,7,37,16,East,web,Premium,10,10.54,0.0,1,0.223,0,1,0
C103751,7,67,6,North,app,Basic,7,11.87,0.201,0,0.0,0,0,0
C103752,18,35,7,South,web,Basic,3,12.83,0.22,1,0.007,0,1,0
C103753,21,38,31,North,app,Plus,6,11.97,0.312,0,0.0,0,0,0
C103754,23,36,56,East,app,Basic,5,19.78,0.125,0,0.081,0,1,0
C103755,3,41,26,South,app,Basic,4,9.85,0.021,1,0.119,0,1,0
C103756,19,64,56,North,web,Basic,4,10.64,0.01,0,0.232,0,1,0
C103757,12,37,64,South,app,Plus,4,15.42,0.123,0,0.339,0,0,0
C103758,11,45,69,Center,store,Plus,11,10.09,0.217,1,0.0,0,0,0
C103759,4,18,11,North,store,Plus,3,15.83,0.092,0,0.118,0,0,1
C103760,10,49,44,South,store,Plus,7,16.59,0.075,0,0.064,0,0,0
C103761,22,31,47,Center,app,Plus,7,8.43,0.047,0,0.019,0,1,0
C103762,13,46,39,West,web,Basic,3,8.9,0.204,1,0.064,0,0,0
C103763,17,36,23,West,web,Basic,6,11.62,0.165,0,0.09,0,1,0
C103764,8,39,29,West,app,Basic,9,13.11,0.0,0,0.0,0,0,0
C103765,19,24,46,Center,web,Basic,5,9.73,0.315,0,0.054,0,0,0
C103766,7,44,35,West,web,Plus,7,8.59,0.127,0,0.177,0,0,0
C103767,8,61,59,North,app,Basic,2,4.94,0.228,1,0.0,1,1,0
C103768,11,52,14,East,app,Premium,3,10.99,0.154,0,0.097,0,0,0
C103769,9,42,59,Center,web,Basic,5,14.96,0.023,0,0.066,1,1,0
C103770,2,66,44,West,store,Premium,5,13.52,0.091,0,0.27,0,0,0
C103771,19,50,61,North,app,Plus,5,10.58,0.107,2,0.033,2,1,0
C103772,15,52,2,South,store,Plus,4,18.61,0.057,0,0.0,0,0,0
C103773,14,34,21,North,app,Plus,6,9.55,0.362,0,0.146,0,0,1
C103774,12,57,67,Center,web,Plus,2,14.73,0.059,0,0.236,0,0,1
C103775,12,38,20,South,app,Basic,3,13.55,0.267,1,0.173,1,1,0
C103776,9,29,32,North,store,Premium,7,10.93,0.034,1,0.005,0,0,0
C103777,13,60,9,East,app,Basic,4,17.67,0.195,2,0.075,0,0,0
C103778,7,50,64,South,app,Premium,12,13.46,0.224,0,0.138,0,0,0
C103779,5,44,19,Center,app,Plus,6,12.75,0.292,1,0.058,0,0,1
C103780,3,58,67,South,web,Premium,4,12.23,0.18,0,0.062,0,1,0
C103781,19,52,9,Center,web,Plus,3,16.16,0.149,0,0.035,0,0,1
C103782,20,61,60,North,app,Plus,5,15.54,0.356,0,0.092,0,0,0
C103783,12,42,56,East,web,Basic,7,14.9,0.246,0,0.069,1,0,0
C103784,15,74,2,East,app,Premium,4,13.17,0.1,0,0.0,0,0,1
C103785,24,49,4,West,app,Basic,6,18.97,0.172,0,0.0,1,1,0
C103786,3,44,44,West,store,Basic,10,14.95,0.149,0,0.114,0,0,0
C103787,6,69,14,Center,app,Basic,3,9.16,0.254,0,0.164,0,1,0
C103788,6,74,69,South,app,Premium,5,10.49,0.389,0,0.137,0,0,0
C103789,2,33,57,South,app,Basic,3,15.92,0.081,0,0.025,1,0,0
C103790,4,31,43,North,app,Basic,4,11.5,0.324,0,0.03,0,1,0
C103791,4,47,55,East,web,Basic,6,15.25,0.21,1,0.149,0,1,0
C103792,18,22,1,Center,app,Plus,4,14.68,0.198,2,0.127,0,1,0
C103793,17,57,70,Center,web,Plus,3,7.17,0.17,0,0.0,0,1,0
C103794,19,56,64,South,app,Basic,5,16.59,0.292,0,0.041,0,0,0
C103795,16,22,28,South,web,Basic,6,15.9,0.158,0,0.174,0,0,0
C103796,22,33,55,Center,app,Basic,4,12.02,0.0,0,0.114,0,0,0
C103797,22,72,4,West,app,Basic,5,15.0,0.233,1,0.105,0,1,0
C103798,9,28,22,North,web,Basic,6,11.47,0.087,0,0.013,1,0,1
C103799,22,46,58,South,app,Basic,5,17.06,0.339,0,0.082,0,1,0
C103800,11,56,10,North,app,Basic,5,7.55,0.05,2,0.0,0,0,1
C103801,24,31,21,West,web,Plus,4,12.68,0.251,0,0.033,0,1,1
C103802,10,37,47,West,app,Plus,6,10.08,0.091,0,0.0,0,1,0
C103803,15,61,55,East,store,Plus,3,10.56,0.032,0,0.0,1,1,0
C103804,16,42,58,West,app,Basic,5,18.87,0.386,0,0.091,0,0,0
C103805,17,64,2,East,web,Basic,4,16.97,0.27,0,0.305,0,1,1
C103806,16,21,31,South,app,Basic,3,11.96,0.144,0,0.179,1,1,0
C103807,10,53,3,East,store,Basic,5,10.14,0.104,0,0.092,0,1,0
C103808,16,37,31,West,store,Plus,2,15.55,0.0,2,0.086,0,0,1
C103809,21,70,43,North,web,Basic,3,8.37,0.207,0,0.015,0,0,0
C103810,8,43,19,East,app,Plus,0,9.07,0.03,0,0.209,0,1,0
C103811,21,23,49,North,app,Basic,3,8.53,0.0,0,0.119,0,0,0
C103812,8,65,20,Center,web,Basic,2,13.11,0.166,1,0.0,0,0,1
C103813,23,48,40,Center,app,Plus,7,12.34,0.006,0,0.131,0,1,0
C103814,13,21,44,South,web,Plus,5,7.19,0.098,0,0.071,0,0,1
C103815,23,60,38,South,store,Plus,2,9.59,0.198,0,0.113,0,1,0
C103816,11,51,2,West,app,Plus,4,12.51,0.236,0,0.176,0,1,0
C103817,7,70,43,East,app,Plus,4,12.59,0.063,0,0.032,0,0,0
C103818,4,58,25,North,store,Plus,4,15.31,0.199,1,0.145,0,1,0
C103819,8,54,10,North,store,Basic,4,11.95,0.259,1,0.0,0,1,1
C103820,9,30,47,North,app,Basic,3,12.84,0.0,1,0.0,1,0,1
C103821,13,52,5,East,app,Plus,5,10.39,0.093,0,0.0,1,0,1
C103822,1,27,14,Center,web,Premium,3,11.44,0.373,0,0.057,0,1,0
C103823,5,40,25,West,web,Plus,5,17.61,0.193,0,0.216,0,0,0
C103824,9,42,12,North,store,Premium,3,13.97,0.328,1,0.116,1,1,0
C103825,7,50,39,West,app,Basic,10,14.82,0.214,1,0.196,0,1,0
C103826,13,29,53,East,app,Basic,8,9.92,0.37,1,0.053,0,0,0
C103827,4,49,18,East,web,Premium,2,5.21,0.057,2,0.046,0,1,0
C103828,12,36,69,South,store,Basic,2,8.68,0.123,0,0.109,1,0,0
C103829,8,69,13,West,app,Basic,7,11.04,0.29,0,0.14,0,0,0
C103830,10,74,63,Center,app,Plus,4,16.36,0.124,1,0.0,0,0,0
C103831,3,65,32,West,app,Plus,7,13.0,0.091,0,0.0,2,1,0
C103832,5,31,55,West,web,Premium,4,10.73,0.19,0,0.155,0,1,0
C103833,4,60,30,South,app,Basic,4,12.63,0.284,0,0.118,1,0,1
C103834,7,73,63,South,web,Basic,4,13.75,0.152,1,0.273,0,0,0
C103835,9,70,20,Center,web,Basic,4,13.61,0.336,0,0.036,0,0,0
C103836,11,67,3,Center,web,Plus,6,16.02,0.033,0,0.079,2,0,0
C103837,4,21,66,South,web,Plus,8,13.41,0.0,0,0.063,0,1,0
C103838,22,26,45,Center,app,Plus,5,8.98,0.283,0,0.066,1,0,0
C103839,4,61,67,North,web,Basic,2,6.69,0.0,0,0.097,0,1,0
C103840,20,35,19,West,app,Basic,2,8.37,0.231,1,0.031,0,0,1
C103841,1,44,4,East,web,Plus,2,15.73,0.378,0,0.119,2,0,1
C103842,22,45,32,Center,app,Premium,7,18.09,0.285,1,0.226,1,0,0
C103843,24,60,35,South,app,Basic,5,9.95,0.422,0,0.288,1,0,0
C103844,22,60,37,South,web,Basic,2,19.0,0.0,0,0.058,0,1,0
C103845,15,34,17,West,web,Plus,3,13.32,0.09,1,0.07,1,1,0
C103846,8,63,62,South,store,Premium,3,12.21,0.352,0,0.066,0,0,0
C103847,17,44,24,East,web,Basic,2,12.96,0.088,0,0.083,1,0,1
C103848,23,51,33,East,web,Basic,6,14.14,0.118,0,0.0,0,1,0
C103849,24,65,3,North,web,Plus,3,10.07,0.191,0,0.113,0,1,0
C103850,15,34,32,South,app,Plus,2,12.4,0.076,0,0.236,0,0,0
C103851,7,20,6,West,app,Basic,2,11.72,0.276,0,0.08,1,0,1
C103852,22,55,38,East,store,Plus,1,2.19,0.26,1,0.086,2,0,0
C103853,23,34,3,West,web,Plus,5,10.94,0.262,0,0.0,0,1,0
C103854,22,32,22,North,app,Basic,6,18.05,0.201,0,0.006,0,0,0
C103855,19,45,9,East,app,Plus,2,15.06,0.134,0,0.048,0,1,0
C103856,19,67,7,Center,store,Basic,7,9.96,0.19,0,0.044,1,0,0
C103857,8,66,47,West,app,Basic,3,12.7,0.082,0,0.0,0,1,0
C103858,9,59,71,East,app,Basic,3,14.59,0.21,1,0.025,0,0,0
C103859,11,33,6,Center,store,Plus,3,10.36,0.375,0,0.0,0,1,0
C103860,24,71,35,South,web,Basic,6,14.63,0.47,0,0.131,0,0,1
C103861,17,64,63,Center,store,Basic,7,11.24,0.252,0,0.0,0,0,0
C103862,22,20,65,West,store,Premium,3,7.16,0.434,0,0.168,0,0,0
C103863,24,31,57,South,store,Basic,6,11.66,0.164,0,0.086,1,0,1
C103864,13,24,1,North,app,Basic,7,4.39,0.293,1,0.077,0,0,1
C103865,18,35,20,South,app,Premium,4,10.61,0.0,1,0.062,0,0,0
C103866,2,56,2,North,web,Basic,6,7.13,0.369,0,0.045,0,1,1
C103867,2,49,50,North,app,Plus,6,16.3,0.022,0,0.047,1,0,0
C103868,19,26,28,Center,app,Plus,5,5.06,0.084,0,0.0,1,0,1
C103869,17,55,68,Center,web,Plus,3,12.58,0.348,0,0.0,0,1,0
C103870,1,51,17,North,store,Plus,6,15.02,0.335,1,0.036,1,0,0
C103871,24,68,9,Center,web,Plus,8,14.45,0.172,1,0.098,0,1,0
C103872,19,35,29,Center,app,Premium,5,7.13,0.331,0,0.069,0,1,0
C103873,20,68,40,Center,app,Plus,3,5.92,0.068,0,0.136,0,0,0
C103874,6,55,31,Center,web,Basic,5,15.88,0.372,0,0.147,1,0,0
C103875,3,32,34,North,web,Plus,5,10.6,0.159,0,0.099,0,0,0
C103876,16,36,36,North,app,Basic,6,10.24,0.092,0,0.012,0,0,0
C103877,3,60,23,Center,web,Basic,4,12.89,0.43,0,0.162,0,0,0
C103878,3,57,6,East,app,Premium,3,10.88,0.232,0,0.0,0,1,0
C103879,3,54,21,West,app,Basic,5,11.34,0.34,0,0.178,0,1,0
C103880,18,40,35,East,app,Basic,7,10.11,0.128,0,0.147,0,1,0
C103881,13,40,7,North,web,Basic,4,10.78,0.206,1,0.209,1,1,0
C103882,17,49,28,East,web,Premium,4,2.44,0.066,0,0.139,0,1,0
C103883,3,62,46,East,web,Basic,2,9.57,0.346,0,0.131,0,0,1
C103884,2,32,7,East,store,Plus,6,13.19,0.335,0,0.0,0,1,0
C103885,3,69,15,East,store,Plus,4,8.97,0.289,0,0.0,0,0,0
C103886,1,29,68,Center,web,Premium,8,10.34,0.278,0,0.146,0,0,0
C103887,14,45,31,Center,app,Basic,8,15.37,0.0,0,0.128,0,0,1
C103888,3,35,16,Center,web,Basic,3,8.83,0.299,0,0.0,0,1,1
C103889,14,70,66,North,app,Premium,5,14.91,0.299,0,0.187,0,1,0
C103890,9,28,13,South,app,Basic,5,15.34,0.167,0,0.0,0,0,0
C103891,14,25,25,Center,app,Basic,3,15.15,0.242,0,0.059,0,0,0
C103892,5,56,63,West,app,Premium,9,14.55,0.12,1,0.107,0,1,0
C103893,3,27,23,South,web,Basic,6,8.46,0.278,0,0.0,0,1,0
C103894,22,74,10,East,app,Basic,7,7.71,0.254,0,0.1,0,0,0
C103895,9,61,67,North,store,Premium,7,15.77,0.159,0,0.219,0,0,0
C103896,18,68,71,East,app,Premium,8,12.67,0.251,0,0.0,0,0,0
C103897,7,35,42,East,app,Premium,7,20.3,0.256,0,0.0,0,0,0
C103898,23,60,16,Center,web,Plus,7,16.81,0.211,2,0.0,0,0,0
C103899,22,51,41,Center,web,Plus,5,14.46,0.3,0,0.015,0,1,1
C103900,12,42,17,Center,web,Basic,3,12.92,0.271,0,0.151,0,0,1
C103901,3,46,16,South,store,Plus,6,11.71,0.241,0,0.077,0,0,1
C103902,3,18,54,Center,app,Plus,3,12.74,0.135,0,0.154,1,1,0
C103903,10,26,46,Center,app,Basic,5,11.03,0.173,0,0.096,0,1,0
C103904,20,25,27,South,app,Plus,4,11.91,0.293,0,0.295,0,1,0
C103905,15,60,27,West,app,Basic,7,14.34,0.322,0,0.0,0,1,0
C103906,6,33,39,Center,app,Premium,6,13.72,0.025,1,0.177,1,1,0
C103907,6,60,39,West,app,Basic,5,13.2,0.275,0,0.177,1,0,1
C103908,18,58,3,North,web,Premium,7,6.68,0.177,1,0.173,1,0,1
C103909,13,26,29,East,web,Plus,5,6.61,0.174,1,0.111,0,0,0
C103910,1,36,39,Center,app,Plus,7,8.58,0.091,1,0.082,1,1,1
C103911,15,32,6,South,app,Basic,9,4.67,0.126,0,0.08,1,1,0
C103912,17,24,50,Center,app,Plus,4,7.62,0.1,0,0.0,0,0,1
C103913,10,63,63,North,web,Basic,5,9.33,0.023,0,0.177,1,1,0
C103914,16,39,53,North,app,Premium,3,6.35,0.126,0,0.093,0,0,0
C103915,4,69,50,West,web,Basic,8,9.81,0.099,0,0.101,0,1,0
C103916,21,66,61,Center,app,Premium,7,9.39,0.063,0,0.0,0,1,0
C103917,12,67,69,West,web,Basic,8,5.81,0.329,0,0.113,0,0,0
C103918,12,60,17,South,store,Premium,5,11.6,0.176,0,0.337,0,1,0
C103919,3,46,22,West,web,Plus,4,7.13,0.095,1,0.184,0,0,1
C103920,8,42,28,Center,app,Plus,4,12.21,0.094,0,0.091,0,1,0
C103921,24,38,20,West,web,Plus,3,6.76,0.255,0,0.0,0,0,0
C103922,3,53,57,Center,app,Premium,8,9.56,0.205,0,0.173,0,0,0
C103923,9,43,10,Center,web,Plus,4,14.55,0.133,0,0.097,0,1,0
C103924,16,66,11,North,web,Premium,4,8.16,0.244,0,0.226,1,1,1
C103925,20,28,22,North,app,Plus,1,14.23,0.187,1,0.065,0,1,1
C103926,13,38,56,North,app,Basic,8,18.59,0.268,0,0.126,0,1,0
C103927,21,46,24,East,app,Premium,7,15.87,0.394,0,0.0,0,0,0
C103928,22,34,47,Center,app,Plus,4,6.91,0.254,1,0.069,0,0,0
C103929,1,31,14,West,store,Plus,7,16.76,0.171,0,0.076,0,0,0
C103930,12,50,30,North,web,Premium,5,18.54,0.337,1,0.113,0,0,1
C103931,6,27,19,West,app,Basic,4,13.36,0.145,0,0.152,0,1,0
C103932,10,62,24,North,app,Basic,6,18.59,0.249,0,0.0,0,1,0
C103933,21,39,21,Center,app,Plus,6,18.32,0.133,0,0.141,0,1,0
C103934,20,60,17,Center,app,Basic,3,5.76,0.29,0,0.162,1,0,1
C103935,9,21,61,Center,store,Basic,6,14.36,0.367,0,0.113,0,0,0
C103936,5,62,43,Center,app,Basic,4,14.0,0.158,1,0.143,0,0,0
C103937,11,44,32,East,app,Basic,5,11.09,0.114,0,0.202,0,0,0
C103938,2,66,51,North,store,Premium,6,10.96,0.216,0,0.013,0,1,0
C103939,20,57,59,Center,app,Basic,11,14.51,0.158,1,0.025,0,0,0
C103940,3,63,11,North,web,Basic,6,22.36,0.139,0,0.014,2,0,0
C103941,18,55,4,East,app,Plus,6,11.46,0.062,0,0.21,0,0,0
C103942,14,24,4,North,app,Basic,4,16.5,0.207,0,0.0,0,0,1
C103943,7,73,14,South,app,Basic,5,9.16,0.363,0,0.022,0,0,0
C103944,3,40,24,West,app,Plus,5,14.72,0.098,0,0.013,0,1,1
C103945,24,68,68,Center,app,Basic,7,15.4,0.253,0,0.0,0,0,0
C103946,9,47,4,North,app,Basic,4,7.32,0.38,0,0.142,0,1,0
C103947,16,54,4,Center,app,Plus,5,7.49,0.011,0,0.074,0,0,0
C103948,6,28,21,West,app,Basic,3,16.24,0.215,1,0.0,0,1,0
C103949,20,69,5,North,app,Plus,6,14.75,0.075,0,0.227,0,0,0
C103950,23,63,50,West,app,Premium,10,15.49,0.246,0,0.095,0,0,0
C103951,6,43,37,North,web,Basic,5,18.98,0.286,0,0.054,0,1,1
C103952,2,41,47,North,web,Plus,4,11.84,0.193,1,0.052,0,1,0
C103953,21,63,21,East,app,Basic,2,17.18,0.146,0,0.0,0,0,0
C103954,20,27,70,South,app,Basic,3,13.09,0.119,0,0.109,0,1,1
C103955,18,34,14,Center,web,Basic,4,9.98,0.163,1,0.196,0,0,0
C103956,2,26,58,East,web,Basic,4,11.12,0.193,0,0.269,0,1,0
C103957,9,48,44,North,app,Basic,6,15.01,0.411,1,0.061,1,0,0
C103958,19,39,63,West,app,Basic,5,9.76,0.296,1,0.0,0,1,0
C103959,20,73,44,South,web,Premium,7,10.98,0.232,0,0.0,1,0,0
C103960,3,68,42,West,web,Premium,1,19.28,0.294,1,0.12,0,0,0
C103961,13,52,14,South,web,Plus,3,11.33,0.296,1,0.101,1,0,0
C103962,15,61,15,South,web,Plus,4,15.09,0.399,0,0.054,0,0,0
C103963,19,46,39,West,store,Basic,3,16.11,0.19,0,0.209,1,0,1
C103964,7,42,23,South,store,Plus,4,11.67,0.122,0,0.0,0,1,0
C103965,24,62,33,North,app,Plus,5,12.01,0.235,2,0.058,0,1,0
C103966,24,38,28,South,store,Premium,5,9.76,0.031,0,0.067,0,1,0
C103967,6,35,61,Center,app,Plus,6,8.17,0.173,0,0.07,0,1,0
C103968,1,26,69,South,app,Basic,4,15.38,0.024,0,0.185,0,1,0
C103969,2,65,5,West,web,Plus,5,16.32,0.0,1,0.139,0,0,0
C103970,10,63,50,South,store,Basic,2,10.31,0.28,0,0.083,0,1,0
C103971,13,19,17,East,app,Premium,8,17.94,0.18,0,0.07,0,1,0
C103972,19,66,18,Center,web,Basic,5,13.01,0.244,1,0.112,0,1,0
C103973,9,31,41,North,app,Basic,5,7.04,0.188,1,0.0,0,0,0
C103974,20,68,24,North,store,Basic,5,9.08,0.244,1,0.0,0,0,1
C103975,9,28,3,North,app,Plus,7,15.1,0.31,0,0.096,0,0,1
C103976,15,27,23,North,app,Basic,3,4.41,0.268,0,0.115,0,0,1
C103977,21,32,61,Center,store,Premium,2,14.57,0.165,0,0.0,1,0,0
C103978,13,71,56,Center,app,Plus,2,14.42,0.252,0,0.127,0,1,0
C103979,9,71,69,South,web,Premium,6,17.06,0.107,0,0.0,0,0,0
C103980,4,55,46,East,app,Basic,6,6.6,0.128,0,0.0,1,1,0
C103981,14,19,24,East,app,Basic,7,16.49,0.255,0,0.214,1,0,1
C103982,15,53,50,East,web,Basic,8,16.69,0.257,1,0.155,0,0,0
C103983,12,35,56,West,store,Basic,4,8.75,0.0,0,0.304,0,1,0
C103984,21,59,25,East,app,Plus,4,14.42,0.053,0,0.147,0,0,0
C103985,24,50,18,Center,app,Plus,6,12.8,0.267,0,0.078,0,1,0
C103986,18,67,19,Center,app,Plus,5,6.96,0.128,1,0.352,0,1,0
C103987,7,58,68,North,app,Basic,6,14.27,0.135,0,0.033,0,0,0
C103988,21,35,68,North,app,Basic,8,11.88,0.232,0,0.049,0,0,0
C103989,2,62,16,West,app,Plus,4,6.65,0.228,0,0.0,0,0,0
C103990,11,31,19,North,app,Premium,4,13.6,0.155,0,0.122,0,0,0
C103991,1,39,1,West,web,Basic,6,11.88,0.066,0,0.153,1,0,1
C103992,2,31,54,Center,app,Basic,6,14.64,0.32,1,0.09,1,0,0
C103993,1,30,5,North,app,Basic,2,13.89,0.224,1,0.03,0,0,1
C103994,3,40,9,East,web,Basic,7,10.36,0.189,0,0.198,0,0,0
C103995,20,66,33,East,web,Plus,4,7.99,0.0,1,0.053,0,0,0
C103996,10,43,17,West,web,Plus,3,16.71,0.249,0,0.094,0,0,1
C103997,1,24,3,South,web,Premium,5,17.4,0.0,0,0.115,0,0,0
C103998,5,60,4,West,web,Plus,6,9.02,0.231,0,0.048,2,0,1
C103999,21,21,70,South,app,Basic,8,15.14,0.108,0,0.183,0,0,0
C104000,3,50,2,Center,web,Basic,2,13.48,0.048,1,0.0,0,1,1
C104001,15,31,45,Center,web,Plus,6,12.31,0.155,0,0.103,0,0,0
C104002,16,69,32,South,web,Basic,4,15.08,0.208,0,0.041,0,0,0
C104003,17,46,41,West,app,Plus,3,11.87,0.101,0,0.139,1,0,0
C104004,5,41,71,East,app,Plus,4,22.24,0.226,0,0.0,0,0,0
